"VariableName","Value","ValueLabel"
"Fips County code (HD2014)","42041","Cumberland County, PA"
"Fips County code (HD2014)","42043","Dauphin County, PA"
"Fips County code (HD2014)","42045","Delaware County, PA"
"Fips County code (HD2014)","42049","Erie County, PA"
"Fips County code (HD2014)","42051","Fayette County, PA"
"Fips County code (HD2014)","42055","Franklin County, PA"
"Fips County code (HD2014)","4015","Mohave County, AZ"
"Fips County code (HD2014)","4017","Navajo County, AZ"
"Fips County code (HD2014)","4019","Pima County, AZ"
"Fips County code (HD2014)","4021","Pinal County, AZ"
"Fips County code (HD2014)","4025","Yavapai County, AZ"
"Fips County code (HD2014)","4027","Yuma County, AZ"
"Fips County code (HD2014)","5005","Baxter County, AR"
"Fips County code (HD2014)","5007","Benton County, AR"
"Fips County code (HD2014)","5009","Boone County, AR"
"Fips County code (HD2014)","5013","Calhoun County, AR"
"Fips County code (HD2014)","5019","Clark County, AR"
"Fips County code (HD2014)","5027","Columbia County, AR"
"Fips County code (HD2014)","5029","Conway County, AR"
"Fips County code (HD2014)","5031","Craighead County, AR"
"Fips County code (HD2014)","5035","Crittenden County, AR"
"Fips County code (HD2014)","5043","Drew County, AR"
"Fips County code (HD2014)","5045","Faulkner County, AR"
"Fips County code (HD2014)","5051","Garland County, AR"
"Fips County code (HD2014)","5055","Greene County, AR"
"Fips County code (HD2014)","5057","Hempstead County, AR"
"Fips County code (HD2014)","5059","Hot Spring County, AR"
"Fips County code (HD2014)","5063","Independence County, AR"
"Fips County code (HD2014)","5065","Izard County, AR"
"Fips County code (HD2014)","5067","Jackson County, AR"
"Fips County code (HD2014)","5069","Jefferson County, AR"
"Fips County code (HD2014)","5071","Johnson County, AR"
"Fips County code (HD2014)","5075","Lawrence County, AR"
"Fips County code (HD2014)","5093","Mississippi County, AR"
"Fips County code (HD2014)","5107","Phillips County, AR"
"Fips County code (HD2014)","5113","Polk County, AR"
"Fips County code (HD2014)","5115","Pope County, AR"
"Fips County code (HD2014)","5119","Pulaski County, AR"
"Fips County code (HD2014)","5121","Randolph County, AR"
"Fips County code (HD2014)","5123","St. Francis County, AR"
"Fips County code (HD2014)","5131","Sebastian County, AR"
"Fips County code (HD2014)","5133","Sevier County, AR"
"Fips County code (HD2014)","5139","Union County, AR"
"Fips County code (HD2014)","5143","Washington County, AR"
"Fips County code (HD2014)","5145","White County, AR"
"Fips County code (HD2014)","6001","Alameda County, CA"
"Fips County code (HD2014)","6007","Butte County, CA"
"Fips County code (HD2014)","6013","Contra Costa County, CA"
"Fips County code (HD2014)","6017","El Dorado County, CA"
"Fips County code (HD2014)","6019","Fresno County, CA"
"Fips County code (HD2014)","6023","Humboldt County, CA"
"Fips County code (HD2014)","6025","Imperial County, CA"
"Fips County code (HD2014)","6029","Kern County, CA"
"Fips County code (HD2014)","6031","Kings County, CA"
"Fips County code (HD2014)","6035","Lassen County, CA"
"Fips County code (HD2014)","6037","Los Angeles County, CA"
"Fips County code (HD2014)","6041","Marin County, CA"
"Fips County code (HD2014)","35001","Bernalillo County, NM"
"Fips County code (HD2014)","35005","Chaves County, NM"
"Fips County code (HD2014)","35006","Cibola County, NM"
"Fips County code (HD2014)","35009","Curry County, NM"
"Fips County code (HD2014)","35013","Doña Ana County, NM"
"Fips County code (HD2014)","35015","Eddy County, NM"
"Fips County code (HD2014)","35017","Grant County, NM"
"Fips County code (HD2014)","35025","Lea County, NM"
"Fips County code (HD2014)","35027","Lincoln County, NM"
"Fips County code (HD2014)","35028","Los Alamos County, NM"
"Fips County code (HD2014)","35031","McKinley County, NM"
"Fips County code (HD2014)","35035","Otero County, NM"
"Fips County code (HD2014)","35037","Quay County, NM"
"Fips County code (HD2014)","35039","Rio Arriba County, NM"
"Fips County code (HD2014)","35041","Roosevelt County, NM"
"Fips County code (HD2014)","35045","San Juan County, NM"
"Fips County code (HD2014)","35047","San Miguel County, NM"
"Fips County code (HD2014)","35049","Santa Fe County, NM"
"Fips County code (HD2014)","35053","Socorro County, NM"
"Fips County code (HD2014)","35055","Taos County, NM"
"Fips County code (HD2014)","35061","Valencia County, NM"
"Fips County code (HD2014)","36001","Albany County, NY"
"Fips County code (HD2014)","36003","Allegany County, NY"
"Fips County code (HD2014)","36005","Bronx County, NY"
"Fips County code (HD2014)","36007","Broome County, NY"
"Fips County code (HD2014)","36009","Cattaraugus County, NY"
"Fips County code (HD2014)","36011","Cayuga County, NY"
"Fips County code (HD2014)","36013","Chautauqua County, NY"
"Fips County code (HD2014)","36015","Chemung County, NY"
"Fips County code (HD2014)","36017","Chenango County, NY"
"Fips County code (HD2014)","36019","Clinton County, NY"
"Fips County code (HD2014)","36021","Columbia County, NY"
"Fips County code (HD2014)","36023","Cortland County, NY"
"Fips County code (HD2014)","36025","Delaware County, NY"
"Fips County code (HD2014)","36027","Dutchess County, NY"
"Fips County code (HD2014)","36029","Erie County, NY"
"Fips County code (HD2014)","36031","Essex County, NY"
"Fips County code (HD2014)","36033","Franklin County, NY"
"Fips County code (HD2014)","36037","Genesee County, NY"
"Fips County code (HD2014)","36043","Herkimer County, NY"
"Fips County code (HD2014)","36045","Jefferson County, NY"
"Fips County code (HD2014)","36047","Kings County, NY"
"Fips County code (HD2014)","36051","Livingston County, NY"
"Fips County code (HD2014)","36053","Madison County, NY"
"Fips County code (HD2014)","36055","Monroe County, NY"
"Fips County code (HD2014)","36057","Montgomery County, NY"
"Fips County code (HD2014)","36059","Nassau County, NY"
"Fips County code (HD2014)","36061","New York County, NY"
"Fips County code (HD2014)","36063","Niagara County, NY"
"Fips County code (HD2014)","36065","Oneida County, NY"
"Fips County code (HD2014)","36067","Onondaga County, NY"
"Fips County code (HD2014)","36069","Ontario County, NY"
"Fips County code (HD2014)","42061","Huntingdon County, PA"
"Fips County code (HD2014)","42063","Indiana County, PA"
"Fips County code (HD2014)","42065","Jefferson County, PA"
"Fips County code (HD2014)","42069","Lackawanna County, PA"
"Fips County code (HD2014)","42071","Lancaster County, PA"
"Fips County code (HD2014)","42073","Lawrence County, PA"
"Fips County code (HD2014)","42075","Lebanon County, PA"
"Fips County code (HD2014)","42077","Lehigh County, PA"
"Fips County code (HD2014)","42079","Luzerne County, PA"
"Fips County code (HD2014)","42081","Lycoming County, PA"
"Fips County code (HD2014)","42083","McKean County, PA"
"Fips County code (HD2014)","42085","Mercer County, PA"
"Fips County code (HD2014)","42087","Mifflin County, PA"
"Fips County code (HD2014)","42089","Monroe County, PA"
"Fips County code (HD2014)","42091","Montgomery County, PA"
"Fips County code (HD2014)","42095","Northampton County, PA"
"Fips County code (HD2014)","42097","Northumberland County, PA"
"Fips County code (HD2014)","42101","Philadelphia County, PA"
"Fips County code (HD2014)","42107","Schuylkill County, PA"
"Fips County code (HD2014)","42109","Snyder County, PA"
"Fips County code (HD2014)","42111","Somerset County, PA"
"Fips County code (HD2014)","42115","Susquehanna County, PA"
"Fips County code (HD2014)","42117","Tioga County, PA"
"Fips County code (HD2014)","42119","Union County, PA"
"Fips County code (HD2014)","42121","Venango County, PA"
"Fips County code (HD2014)","42125","Washington County, PA"
"Fips County code (HD2014)","42129","Westmoreland County, PA"
"Fips County code (HD2014)","42131","Wyoming County, PA"
"Fips County code (HD2014)","42133","York County, PA"
"Fips County code (HD2014)","44001","Bristol County, RI"
"Fips County code (HD2014)","44003","Kent County, RI"
"Fips County code (HD2014)","44005","Newport County, RI"
"Fips County code (HD2014)","44007","Providence County, RI"
"Fips County code (HD2014)","44009","Washington County, RI"
"Fips County code (HD2014)","45001","Abbeville County, SC"
"Fips County code (HD2014)","45003","Aiken County, SC"
"Fips County code (HD2014)","45005","Allendale County, SC"
"Fips County code (HD2014)","45007","Anderson County, SC"
"Fips County code (HD2014)","45009","Bamberg County, SC"
"Fips County code (HD2014)","45013","Beaufort County, SC"
"Fips County code (HD2014)","45019","Charleston County, SC"
"Fips County code (HD2014)","45021","Cherokee County, SC"
"Fips County code (HD2014)","45025","Chesterfield County, SC"
"Fips County code (HD2014)","45031","Darlington County, SC"
"Fips County code (HD2014)","45035","Dorchester County, SC"
"Fips County code (HD2014)","45041","Florence County, SC"
"Fips County code (HD2014)","45045","Greenville County, SC"
"Fips County code (HD2014)","8123","Weld County, CO"
"Fips County code (HD2014)","9001","Fairfield County, CT"
"Fips County code (HD2014)","9003","Hartford County, CT"
"Fips County code (HD2014)","9005","Litchfield County, CT"
"Fips County code (HD2014)","9007","Middlesex County, CT"
"Fips County code (HD2014)","9009","New Haven County, CT"
"Fips County code (HD2014)","9011","New London County, CT"
"Fips County code (HD2014)","9013","Tolland County, CT"
"Fips County code (HD2014)","9015","Windham County, CT"
"Fips County code (HD2014)","10001","Kent County, DE"
"Fips County code (HD2014)","10003","New Castle County, DE"
"Fips County code (HD2014)","10005","Sussex County, DE"
"Fips County code (HD2014)","11001","District of Columbia, DC"
"Fips County code (HD2014)","12001","Alachua County, FL"
"Fips County code (HD2014)","12005","Bay County, FL"
"Fips County code (HD2014)","12007","Bradford County, FL"
"Fips County code (HD2014)","12009","Brevard County, FL"
"Fips County code (HD2014)","12011","Broward County, FL"
"Fips County code (HD2014)","12015","Charlotte County, FL"
"Fips County code (HD2014)","12017","Citrus County, FL"
"Fips County code (HD2014)","12019","Clay County, FL"
"Fips County code (HD2014)","12021","Collier County, FL"
"Fips County code (HD2014)","12023","Columbia County, FL"
"Fips County code (HD2014)","12031","Duval County, FL"
"Fips County code (HD2014)","12033","Escambia County, FL"
"Fips County code (HD2014)","12035","Flagler County, FL"
"Fips County code (HD2014)","12053","Hernando County, FL"
"Fips County code (HD2014)","12055","Highlands County, FL"
"Fips County code (HD2014)","12057","Hillsborough County, FL"
"Fips County code (HD2014)","12063","Jackson County, FL"
"Fips County code (HD2014)","12069","Lake County, FL"
"Fips County code (HD2014)","12071","Lee County, FL"
"Fips County code (HD2014)","12073","Leon County, FL"
"Fips County code (HD2014)","12079","Madison County, FL"
"Fips County code (HD2014)","12081","Manatee County, FL"
"Fips County code (HD2014)","12083","Marion County, FL"
"Fips County code (HD2014)","12085","Martin County, FL"
"Fips County code (HD2014)","12086","Miami-Dade County, FL"
"Fips County code (HD2014)","12087","Monroe County, FL"
"Fips County code (HD2014)","12091","Okaloosa County, FL"
"Fips County code (HD2014)","12095","Orange County, FL"
"Fips County code (HD2014)","12097","Osceola County, FL"
"Fips County code (HD2014)","12099","Palm Beach County, FL"
"Fips County code (HD2014)","12101","Pasco County, FL"
"Fips County code (HD2014)","12103","Pinellas County, FL"
"Fips County code (HD2014)","12105","Polk County, FL"
"Fips County code (HD2014)","12107","Putnam County, FL"
"Fips County code (HD2014)","12109","St. Johns County, FL"
"Fips County code (HD2014)","12111","St. Lucie County, FL"
"Fips County code (HD2014)","12113","Santa Rosa County, FL"
"Fips County code (HD2014)","12115","Sarasota County, FL"
"Fips County code (HD2014)","12117","Seminole County, FL"
"Fips County code (HD2014)","20079","Harvey County, KS"
"Fips County code (HD2014)","20091","Johnson County, KS"
"Fips County code (HD2014)","20097","Kiowa County, KS"
"Fips County code (HD2014)","20099","Labette County, KS"
"Fips County code (HD2014)","20103","Leavenworth County, KS"
"Fips County code (HD2014)","20111","Lyon County, KS"
"Fips County code (HD2014)","20113","McPherson County, KS"
"Fips County code (HD2014)","20115","Marion County, KS"
"Fips County code (HD2014)","20123","Mitchell County, KS"
"Fips County code (HD2014)","20125","Montgomery County, KS"
"Fips County code (HD2014)","20133","Neosho County, KS"
"Fips County code (HD2014)","20151","Pratt County, KS"
"Fips County code (HD2014)","20155","Reno County, KS"
"Fips County code (HD2014)","20159","Rice County, KS"
"Fips County code (HD2014)","20161","Riley County, KS"
"Fips County code (HD2014)","20169","Saline County, KS"
"Fips County code (HD2014)","20173","Sedgwick County, KS"
"Fips County code (HD2014)","20175","Seward County, KS"
"Fips County code (HD2014)","20177","Shawnee County, KS"
"Fips County code (HD2014)","20181","Sherman County, KS"
"Fips County code (HD2014)","20193","Thomas County, KS"
"Fips County code (HD2014)","20209","Wyandotte County, KS"
"Fips County code (HD2014)","21001","Adair County, KY"
"Fips County code (HD2014)","21009","Barren County, KY"
"Fips County code (HD2014)","21013","Bell County, KY"
"Fips County code (HD2014)","21015","Boone County, KY"
"Fips County code (HD2014)","21019","Boyd County, KY"
"Fips County code (HD2014)","21021","Boyle County, KY"
"Fips County code (HD2014)","21025","Breathitt County, KY"
"Fips County code (HD2014)","21035","Calloway County, KY"
"Fips County code (HD2014)","21037","Campbell County, KY"
"Fips County code (HD2014)","21043","Carter County, KY"
"Fips County code (HD2014)","21047","Christian County, KY"
"Fips County code (HD2014)","21059","Daviess County, KY"
"Fips County code (HD2014)","21067","Fayette County, KY"
"Fips County code (HD2014)","21071","Floyd County, KY"
"Fips County code (HD2014)","21073","Franklin County, KY"
"Fips County code (HD2014)","21093","Hardin County, KY"
"Fips County code (HD2014)","21095","Harlan County, KY"
"Fips County code (HD2014)","21101","Henderson County, KY"
"Fips County code (HD2014)","21107","Hopkins County, KY"
"Fips County code (HD2014)","21111","Jefferson County, KY"
"Fips County code (HD2014)","21113","Jessamine County, KY"
"Fips County code (HD2014)","21117","Kenton County, KY"
"Fips County code (HD2014)","21119","Knott County, KY"
"Fips County code (HD2014)","21121","Knox County, KY"
"Fips County code (HD2014)","21131","Leslie County, KY"
"Fips County code (HD2014)","21133","Letcher County, KY"
"Fips County code (HD2014)","38097","Traill County, ND"
"Fips County code (HD2014)","38101","Ward County, ND"
"Fips County code (HD2014)","38105","Williams County, ND"
"Fips County code (HD2014)","39003","Allen County, OH"
"Fips County code (HD2014)","39005","Ashland County, OH"
"Fips County code (HD2014)","39007","Ashtabula County, OH"
"Fips County code (HD2014)","39009","Athens County, OH"
"Fips County code (HD2014)","39013","Belmont County, OH"
"Fips County code (HD2014)","39015","Brown County, OH"
"Fips County code (HD2014)","39017","Butler County, OH"
"Fips County code (HD2014)","39021","Champaign County, OH"
"Fips County code (HD2014)","39023","Clark County, OH"
"Fips County code (HD2014)","39025","Clermont County, OH"
"Fips County code (HD2014)","39027","Clinton County, OH"
"Fips County code (HD2014)","39029","Columbiana County, OH"
"Fips County code (HD2014)","39035","Cuyahoga County, OH"
"Fips County code (HD2014)","39039","Defiance County, OH"
"Fips County code (HD2014)","39041","Delaware County, OH"
"Fips County code (HD2014)","39043","Erie County, OH"
"Fips County code (HD2014)","39045","Fairfield County, OH"
"Fips County code (HD2014)","39049","Franklin County, OH"
"Fips County code (HD2014)","39053","Gallia County, OH"
"Fips County code (HD2014)","39055","Geauga County, OH"
"Fips County code (HD2014)","39057","Greene County, OH"
"Fips County code (HD2014)","39061","Hamilton County, OH"
"Fips County code (HD2014)","39063","Hancock County, OH"
"Fips County code (HD2014)","39065","Hardin County, OH"
"Fips County code (HD2014)","39069","Henry County, OH"
"Fips County code (HD2014)","39071","Highland County, OH"
"Fips County code (HD2014)","39077","Huron County, OH"
"Fips County code (HD2014)","39081","Jefferson County, OH"
"Fips County code (HD2014)","39083","Knox County, OH"
"Fips County code (HD2014)","39085","Lake County, OH"
"Fips County code (HD2014)","39087","Lawrence County, OH"
"Fips County code (HD2014)","39089","Licking County, OH"
"Fips County code (HD2014)","39093","Lorain County, OH"
"Fips County code (HD2014)","39095","Lucas County, OH"
"Fips County code (HD2014)","39097","Madison County, OH"
"Fips County code (HD2014)","39099","Mahoning County, OH"
"Fips County code (HD2014)","39101","Marion County, OH"
"Fips County code (HD2014)","39103","Medina County, OH"
"Fips County code (HD2014)","39107","Mercer County, OH"
"Fips County code (HD2014)","39109","Miami County, OH"
"Fips County code (HD2014)","39113","Montgomery County, OH"
"Fips County code (HD2014)","39119","Muskingum County, OH"
"Fips County code (HD2014)","39129","Pickaway County, OH"
"Fips County code (HD2014)","39131","Pike County, OH"
"Fips County code (HD2014)","39133","Portage County, OH"
"Fips County code (HD2014)","39139","Richland County, OH"
"Fips County code (HD2014)","39141","Ross County, OH"
"Fips County code (HD2014)","55129","Washburn County, WI"
"Fips County code (HD2014)","17137","Morgan County, IL"
"Fips County code (HD2014)","17143","Peoria County, IL"
"Fips County code (HD2014)","17153","Pulaski County, IL"
"Fips County code (HD2014)","17159","Richland County, IL"
"Fips County code (HD2014)","17161","Rock Island County, IL"
"Fips County code (HD2014)","17163","St. Clair County, IL"
"Fips County code (HD2014)","17165","Saline County, IL"
"Fips County code (HD2014)","17167","Sangamon County, IL"
"Fips County code (HD2014)","17177","Stephenson County, IL"
"Fips County code (HD2014)","17179","Tazewell County, IL"
"Fips County code (HD2014)","17183","Vermilion County, IL"
"Fips County code (HD2014)","17185","Wabash County, IL"
"Fips County code (HD2014)","17187","Warren County, IL"
"Fips County code (HD2014)","17191","Wayne County, IL"
"Fips County code (HD2014)","17195","Whiteside County, IL"
"Fips County code (HD2014)","17197","Will County, IL"
"Fips County code (HD2014)","17199","Williamson County, IL"
"Fips County code (HD2014)","17201","Winnebago County, IL"
"Fips County code (HD2014)","17203","Woodford County, IL"
"Fips County code (HD2014)","18003","Allen County, IN"
"Fips County code (HD2014)","18019","Clark County, IN"
"Fips County code (HD2014)","18035","Delaware County, IN"
"Fips County code (HD2014)","18039","Elkhart County, IN"
"Fips County code (HD2014)","18043","Floyd County, IN"
"Fips County code (HD2014)","18051","Gibson County, IN"
"Fips County code (HD2014)","18053","Grant County, IN"
"Fips County code (HD2014)","18057","Hamilton County, IN"
"Fips County code (HD2014)","18067","Howard County, IN"
"Fips County code (HD2014)","18069","Huntington County, IN"
"Fips County code (HD2014)","18077","Jefferson County, IN"
"Fips County code (HD2014)","18081","Johnson County, IN"
"Fips County code (HD2014)","18083","Knox County, IN"
"Fips County code (HD2014)","18085","Kosciusko County, IN"
"Fips County code (HD2014)","18089","Lake County, IN"
"Fips County code (HD2014)","18095","Madison County, IN"
"Fips County code (HD2014)","18097","Marion County, IN"
"Fips County code (HD2014)","18099","Marshall County, IN"
"Fips County code (HD2014)","18105","Monroe County, IN"
"Fips County code (HD2014)","18107","Montgomery County, IN"
"Fips County code (HD2014)","18127","Porter County, IN"
"Fips County code (HD2014)","18133","Putnam County, IN"
"Fips County code (HD2014)","18141","St. Joseph County, IN"
"Fips County code (HD2014)","18147","Spencer County, IN"
"Fips County code (HD2014)","18149","Starke County, IN"
"Fips County code (HD2014)","18151","Steuben County, IN"
"Fips County code (HD2014)","18157","Tippecanoe County, IN"
"Fips County code (HD2014)","18163","Vanderburgh County, IN"
"Fips County code (HD2014)","18167","Vigo County, IN"
"Fips County code (HD2014)","18169","Wabash County, IN"
"Fips County code (HD2014)","27137","St. Louis County, MN"
"Fips County code (HD2014)","27145","Stearns County, MN"
"Fips County code (HD2014)","27149","Stevens County, MN"
"Fips County code (HD2014)","27163","Washington County, MN"
"Fips County code (HD2014)","27169","Winona County, MN"
"Fips County code (HD2014)","27173","Yellow Medicine County, MN"
"Fips County code (HD2014)","28003","Alcorn County, MS"
"Fips County code (HD2014)","28011","Bolivar County, MS"
"Fips County code (HD2014)","28021","Claiborne County, MS"
"Fips County code (HD2014)","28027","Coahoma County, MS"
"Fips County code (HD2014)","28029","Copiah County, MS"
"Fips County code (HD2014)","28033","DeSoto County, MS"
"Fips County code (HD2014)","28035","Forrest County, MS"
"Fips County code (HD2014)","28043","Grenada County, MS"
"Fips County code (HD2014)","28047","Harrison County, MS"
"Fips County code (HD2014)","28049","Hinds County, MS"
"Fips County code (HD2014)","28051","Holmes County, MS"
"Fips County code (HD2014)","28057","Itawamba County, MS"
"Fips County code (HD2014)","28067","Jones County, MS"
"Fips County code (HD2014)","28069","Kemper County, MS"
"Fips County code (HD2014)","28071","Lafayette County, MS"
"Fips County code (HD2014)","28073","Lamar County, MS"
"Fips County code (HD2014)","28075","Lauderdale County, MS"
"Fips County code (HD2014)","28083","Leflore County, MS"
"Fips County code (HD2014)","28087","Lowndes County, MS"
"Fips County code (HD2014)","28089","Madison County, MS"
"Fips County code (HD2014)","28093","Marshall County, MS"
"Fips County code (HD2014)","28101","Newton County, MS"
"Fips County code (HD2014)","28105","Oktibbeha County, MS"
"Fips County code (HD2014)","28109","Pearl River County, MS"
"Fips County code (HD2014)","28113","Pike County, MS"
"Fips County code (HD2014)","28115","Pontotoc County, MS"
"Fips County code (HD2014)","28117","Prentiss County, MS"
"Fips County code (HD2014)","28121","Rankin County, MS"
"Fips County code (HD2014)","28131","Stone County, MS"
"Fips County code (HD2014)","28133","Sunflower County, MS"
"Fips County code (HD2014)","28137","Tate County, MS"
"Fips County code (HD2014)","28139","Tippah County, MS"
"Fips County code (HD2014)","28151","Washington County, MS"
"Fips County code (HD2014)","29001","Adair County, MO"
"Fips County code (HD2014)","29019","Boone County, MO"
"Fips County code (HD2014)","29021","Buchanan County, MO"
"Fips County code (HD2014)","29023","Butler County, MO"
"Fips County code (HD2014)","29027","Callaway County, MO"
"Fips County code (HD2014)","29029","Camden County, MO"
"Fips County code (HD2014)","29031","Cape Girardeau County, MO"
"Fips County code (HD2014)","29037","Cass County, MO"
"Fips County code (HD2014)","49005","Cache County, UT"
"Fips County code (HD2014)","49011","Davis County, UT"
"Fips County code (HD2014)","49013","Duchesne County, UT"
"Fips County code (HD2014)","49021","Iron County, UT"
"Fips County code (HD2014)","49035","Salt Lake County, UT"
"Fips County code (HD2014)","49039","Sanpete County, UT"
"Fips County code (HD2014)","49045","Tooele County, UT"
"Fips County code (HD2014)","49049","Utah County, UT"
"Fips County code (HD2014)","49051","Wasatch County, UT"
"Fips County code (HD2014)","49053","Washington County, UT"
"Fips County code (HD2014)","49057","Weber County, UT"
"Fips County code (HD2014)","50001","Addison County, VT"
"Fips County code (HD2014)","50003","Bennington County, VT"
"Fips County code (HD2014)","50007","Chittenden County, VT"
"Fips County code (HD2014)","50015","Lamoille County, VT"
"Fips County code (HD2014)","50017","Orange County, VT"
"Fips County code (HD2014)","50019","Orleans County, VT"
"Fips County code (HD2014)","50021","Rutland County, VT"
"Fips County code (HD2014)","50023","Washington County, VT"
"Fips County code (HD2014)","13285","Troup County, GA"
"Fips County code (HD2014)","13299","Ware County, GA"
"Fips County code (HD2014)","13303","Washington County, GA"
"Fips County code (HD2014)","13311","White County, GA"
"Fips County code (HD2014)","13313","Whitfield County, GA"
"Fips County code (HD2014)","15001","Hawaii County, HI"
"Fips County code (HD2014)","15003","Honolulu County, HI"
"Fips County code (HD2014)","15007","Kauai County, HI"
"Fips County code (HD2014)","15009","Maui County, HI"
"Fips County code (HD2014)","16001","Ada County, ID"
"Fips County code (HD2014)","16005","Bannock County, ID"
"Fips County code (HD2014)","16011","Bingham County, ID"
"Fips County code (HD2014)","16019","Bonneville County, ID"
"Fips County code (HD2014)","16027","Canyon County, ID"
"Fips County code (HD2014)","16031","Cassia County, ID"
"Fips County code (HD2014)","16053","Jerome County, ID"
"Fips County code (HD2014)","16055","Kootenai County, ID"
"Fips County code (HD2014)","16057","Latah County, ID"
"Fips County code (HD2014)","16065","Madison County, ID"
"Fips County code (HD2014)","16069","Nez Perce County, ID"
"Fips County code (HD2014)","16083","Twin Falls County, ID"
"Fips County code (HD2014)","17001","Adams County, IL"
"Fips County code (HD2014)","17005","Bond County, IL"
"Fips County code (HD2014)","17019","Champaign County, IL"
"Fips County code (HD2014)","17027","Clinton County, IL"
"Fips County code (HD2014)","17029","Coles County, IL"
"Fips County code (HD2014)","17031","Cook County, IL"
"Fips County code (HD2014)","17033","Crawford County, IL"
"Fips County code (HD2014)","17037","DeKalb County, IL"
"Fips County code (HD2014)","17043","DuPage County, IL"
"Fips County code (HD2014)","17057","Fulton County, IL"
"Fips County code (HD2014)","17077","Jackson County, IL"
"Fips County code (HD2014)","17081","Jefferson County, IL"
"Fips County code (HD2014)","17083","Jersey County, IL"
"Fips County code (HD2014)","17089","Kane County, IL"
"Fips County code (HD2014)","17091","Kankakee County, IL"
"Fips County code (HD2014)","17093","Kendall County, IL"
"Fips County code (HD2014)","17095","Knox County, IL"
"Fips County code (HD2014)","17097","Lake County, IL"
"Fips County code (HD2014)","17099","LaSalle County, IL"
"Fips County code (HD2014)","17103","Lee County, IL"
"Fips County code (HD2014)","17107","Logan County, IL"
"Fips County code (HD2014)","17109","McDonough County, IL"
"Fips County code (HD2014)","17111","McHenry County, IL"
"Fips County code (HD2014)","17113","McLean County, IL"
"Fips County code (HD2014)","17115","Macon County, IL"
"Fips County code (HD2014)","17117","Macoupin County, IL"
"Fips County code (HD2014)","17119","Madison County, IL"
"Fips County code (HD2014)","17133","Monroe County, IL"
"Fips County code (HD2014)","17135","Montgomery County, IL"
"Fips County code (HD2014)","21145","McCracken County, KY"
"Fips County code (HD2014)","21151","Madison County, KY"
"Fips County code (HD2014)","21161","Mason County, KY"
"Fips County code (HD2014)","21193","Perry County, KY"
"Fips County code (HD2014)","21195","Pike County, KY"
"Fips County code (HD2014)","21199","Pulaski County, KY"
"Fips County code (HD2014)","21205","Rowan County, KY"
"Fips County code (HD2014)","21209","Scott County, KY"
"Fips County code (HD2014)","21217","Taylor County, KY"
"Fips County code (HD2014)","21227","Warren County, KY"
"Fips County code (HD2014)","21235","Whitley County, KY"
"Fips County code (HD2014)","21239","Woodford County, KY"
"Fips County code (HD2014)","22001","Acadia Parish, LA"
"Fips County code (HD2014)","22005","Ascension Parish, LA"
"Fips County code (HD2014)","22015","Bossier Parish, LA"
"Fips County code (HD2014)","22017","Caddo Parish, LA"
"Fips County code (HD2014)","22019","Calcasieu Parish, LA"
"Fips County code (HD2014)","22033","East Baton Rouge Parish, LA"
"Fips County code (HD2014)","22051","Jefferson Parish, LA"
"Fips County code (HD2014)","22055","Lafayette Parish, LA"
"Fips County code (HD2014)","22057","Lafourche Parish, LA"
"Fips County code (HD2014)","22061","Lincoln Parish, LA"
"Fips County code (HD2014)","22063","Livingston Parish, LA"
"Fips County code (HD2014)","22069","Natchitoches Parish, LA"
"Fips County code (HD2014)","22071","Orleans Parish, LA"
"Fips County code (HD2014)","22073","Ouachita Parish, LA"
"Fips County code (HD2014)","22079","Rapides Parish, LA"
"Fips County code (HD2014)","22087","St. Bernard Parish, LA"
"Fips County code (HD2014)","22097","St. Landry Parish, LA"
"Fips County code (HD2014)","22101","St. Mary Parish, LA"
"Fips County code (HD2014)","22103","St. Tammany Parish, LA"
"Fips County code (HD2014)","22105","Tangipahoa Parish, LA"
"Fips County code (HD2014)","22109","Terrebonne Parish, LA"
"Fips County code (HD2014)","22117","Washington Parish, LA"
"Fips County code (HD2014)","22119","Webster Parish, LA"
"Fips County code (HD2014)","23001","Androscoggin County, ME"
"Fips County code (HD2014)","23003","Aroostook County, ME"
"Fips County code (HD2014)","23005","Cumberland County, ME"
"Fips County code (HD2014)","23007","Franklin County, ME"
"Fips County code (HD2014)","23009","Hancock County, ME"
"Fips County code (HD2014)","23011","Kennebec County, ME"
"Fips County code (HD2014)","23019","Penobscot County, ME"
"Fips County code (HD2014)","23025","Somerset County, ME"
"Fips County code (HD2014)","23027","Waldo County, ME"
"Fips County code (HD2014)","23029","Washington County, ME"
"Fips County code (HD2014)","23031","York County, ME"
"Fips County code (HD2014)","24001","Allegany County, MD"
"Fips County code (HD2014)","24003","Anne Arundel County, MD"
"Fips County code (HD2014)","45059","Laurens County, SC"
"Fips County code (HD2014)","45063","Lexington County, SC"
"Fips County code (HD2014)","45067","Marion County, SC"
"Fips County code (HD2014)","45071","Newberry County, SC"
"Fips County code (HD2014)","45075","Orangeburg County, SC"
"Fips County code (HD2014)","45077","Pickens County, SC"
"Fips County code (HD2014)","45079","Richland County, SC"
"Fips County code (HD2014)","45083","Spartanburg County, SC"
"Fips County code (HD2014)","45085","Sumter County, SC"
"Fips County code (HD2014)","45087","Union County, SC"
"Fips County code (HD2014)","45089","Williamsburg County, SC"
"Fips County code (HD2014)","45091","York County, SC"
"Fips County code (HD2014)","46011","Brookings County, SD"
